"2","N0","1","6"
"28","N0","1","9"
"96","N0","1","10"
"97","N0","1","6"
"123","N0","1","6"
"143","ID","3","3"
"329","AN","4","9"
"447","AN","1","4"
"479","ID","2","2"
"480","AN","1","12"
"618","ID","1","3"
"620","ID","1","3"
"621","ID","1","3"
"715","ID","1","1"
"716","ID","1","3"
"717","ID","1","1"
"719","N0","1","10"
"721","ID","2","3"
"722","N0","1","2"
"724","AN","1","99"
"725","N0","1","4"
"1528","N0","1","2"
"1686","N0","1","4"
"1705","AN","1","35"
"9998","AN","1","35"
"9999","AN","1","35"
