"C","824-A1","1","0800","PER","06","","","","","1","0800","3"
"C","824-A1","1","0800","PER","07","","","","","1","0800","3"
"E","824-A1","1","0800","PER","07","","","365","EM","1","0800","2"
"E","824-A1","1","0800","PER","07","","","365","EX","1","0800","2"
"E","824-A1","1","0800","PER","07","","","365","FX","1","0800","2"
"E","824-A1","1","0800","PER","07","","","365","TE","1","0800","2"
"C","824-A1","1","0800","PER","08","","","","","1","0800","3"
"C","824-A1","1","0800","PER","09","","","","","1","0800","8"
"B","824-A1","1","0810","","","","","","","1","0300","5"
"C","824-A1","1","0810","N1","01","","","","","1","0300","5"
"E","824-A1","1","0810","N1","01","","","98","40","1","0300","2"
"C","824-A1","1","0810","N1","02","","","","","1","0300","3"
"C","824-A1","1","0810","N1","03","","","","","1","0300","5"
"E","824-A1","1","0810","N1","03","","","66","1","1","0300","2"
"E","824-A1","1","0810","N1","03","","","66","9","1","0300","2"
"E","824-A1","1","0810","N1","03","","","66","24","1","0300","2"
"E","824-A1","1","0810","N1","03","","","66","46","1","0300","2"
"E","824-A1","1","0810","N1","03","","","66","75","1","0300","2"
"E","824-A1","1","0810","N1","03","","","66","EQ","1","0300","2"
"E","824-A1","1","0810","N1","03","","","66","FI","1","0300","2"
"E","824-A1","1","0810","N1","03","","","66","PI","1","0300","2"
"E","824-A1","1","0810","N1","03","","","66","XV","1","0300","2"
"E","824-A1","1","0810","N1","03","","","66","XX","1","0300","2"
"C","824-A1","1","0810","N1","04","","","","","1","0300","5"
"C","824-A1","1","0810","N1","05","","","","","1","0300","8"
"C","824-A1","1","0810","N1","06","","","","","1","0300","8"
"B","824-A1","2","0100","","","","","","","2","0100","5"
"C","824-A1","2","0100","OTI","01","","","","","2","0100","5"
"E","824-A1","2","0100","OTI","01","","","110","BA","2","0100","2"
"E","824-A1","2","0100","OTI","01","","","110","BC","2","0100","2"
"E","824-A1","2","0100","OTI","01","","","110","BE","2","0100","2"
"E","824-A1","2","0100","OTI","01","","","110","BP","2","0100","2"
"E","824-A1","2","0100","OTI","01","","","110","BR","2","0100","2"
"E","824-A1","2","0100","OTI","01","","","110","IA","2","0100","2"
"E","824-A1","2","0100","OTI","01","","","110","IC","2","0100","2"
"E","824-A1","2","0100","OTI","01","","","110","IE","2","0100","2"
"E","824-A1","2","0100","OTI","01","","","110","IP","2","0100","2"
"E","824-A1","2","0100","OTI","01","","","110","IR","2","0100","2"
"E","824-A1","2","0100","OTI","01","","","110","TA","2","0100","2"
"E","824-A1","2","0100","OTI","01","","","110","TC","2","0100","2"
"E","824-A1","2","0100","OTI","01","","","110","TE","2","0100","2"
"E","824-A1","2","0100","OTI","01","","","110","TP","2","0100","2"
"E","824-A1","2","0100","OTI","01","","","110","TR","2","0100","2"
"C","824-A1","2","0100","OTI","02","","","","","2","0100","5"
"E","824-A1","2","0100","OTI","02","","","128","BT","2","0100","2"
"E","824-A1","2","0100","OTI","02","","","128","IX","2","0100","2"
"E","824-A1","2","0100","OTI","02","","","128","TN","2","0100","2"
"C","824-A1","2","0100","OTI","03","","","","","2","0100","5"
"C","824-A1","2","0100","OTI","04","","","","","2","0100","8"
"C","824-A1","2","0100","OTI","05","","","","","2","0100","8"
"C","824-A1","2","0100","OTI","06","","","","","2","0100","2"
"C","824-A1","2","0100","OTI","07","","","","","2","0100","2"
"C","824-A1","2","0100","OTI","08","","","","","2","0100","3"
"C","824-A1","2","0100","OTI","09","","","","","2","0100","2"
"C","824-A1","2","0100","OTI","10","","","","","2","0100","5"
"E","824-A1","2","0100","OTI","10","","","143","112","2","0100","2"
"E","824-A1","2","0100","OTI","10","","","143","124","2","0100","2"
"E","824-A1","2","0100","OTI","10","","","143","148","2","0100","2"
"E","824-A1","2","0100","OTI","10","","","143","187","2","0100","2"
"E","824-A1","2","0100","OTI","10","","","143","266","2","0100","2"
"E","824-A1","2","0100","OTI","10","","","143","269","2","0100","2"
"E","824-A1","2","0100","OTI","10","","","143","270","2","0100","2"
"E","824-A1","2","0100","OTI","10","","","143","271","2","0100","2"
"E","824-A1","2","0100","OTI","10","","","143","272","2","0100","2"
"E","824-A1","2","0100","OTI","10","","","143","274","2","0100","2"
"E","824-A1","2","0100","OTI","10","","","143","275","2","0100","2"
"E","824-A1","2","0100","OTI","10","","","143","276","2","0100","2"
"E","824-A1","2","0100","OTI","10","","","143","277","2","0100","2"
"E","824-A1","2","0100","OTI","10","","","143","278","2","0100","2"
"E","824-A1","2","0100","OTI","10","","","143","811","2","0100","2"
"E","824-A1","2","0100","OTI","10","","","143","820","2","0100","2"
"E","824-A1","2","0100","OTI","10","","","143","834","2","0100","2"
"E","824-A1","2","0100","OTI","10","","","143","835","2","0100","2"
"E","824-A1","2","0100","OTI","10","","","143","837","2","0100","2"
"E","824-A1","2","0100","OTI","10","","","143","841","2","0100","2"
"C","824-A1","2","0100","OTI","11","","","","","2","0100","2"
"C","824-A1","2","0100","OTI","12","","","","","2","0100","8"
"C","824-A1","2","0100","OTI","13","","","","","2","0100","8"
"C","824-A1","2","0100","OTI","14","","","","","2","0100","8"
"C","824-A1","2","0100","OTI","15","","","","","2","0100","8"
"C","824-A1","2","0100","OTI","16","","","","","2","0100","8"
"C","824-A1","2","0100","OTI","17","","","","","2","0100","8"
"B","824-A1","2","0200","","","","","","","2","0200","2"
